ElastomerID,PITTagID,FinalID,OldNew,Date,Stream,Reach,SurNum,Primary,Species,Sex,RawLongLoc,CorrLongLoc,Stage,Meso,LatLoc,SubSize,SubType,Metamorph,TailRemoved,TailRegrown,FieldSVL,PhotoSVL,MassMg,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,TailHeight,Photo,Photo2,Photo3,Tissue,Diet,CORT,Notes,Remove,Reason,Action,Last3Digits
NA,GP900113001674043,GP900113001674043,N,8/7/2020,Bear,Lower,62,21,GP,M,380,380,A,Rf,WE,420,R,N,60,15,NA,93.333,13250,22.293,14.406,63.617,15.067,6.272,6.956,11.6,10.133,107-0968,107-0966,NA,Y,NA,NA,NA,N,NA,NA,43
NA,GP900113001674043,GP900113001674043,O,8/12/2020,Bear,Lower,63,21,GP,M,380,380,A,Pl,WE,400,R,N,63,15,NA,100.3,12500,25.664,15.547,66.16,15.073,5.669,4.663,12.23,NA,12-0174,NA,NA,N,NA,NA,NA,N,NA,NA,43
NA,GP900113001674044,GP900113001674044,N,7/20/2020,Paradise,Lower,59,20,GP,U,479,1229,L,Rf,T,330,R,N,5,5,NA,58.874,4400,14.104,11.062,42.068,10.456,3.788,2.883,7.741,8.125,107-0636,107-0637,NA,Y,NA,NA,NA,N,NA,NA,44
NA,GP900113001674045,GP900113001674045,N,7/3/2020,Paradise,Upper,57,19,GP,F,445,1195,A,Rf,WE,260,R,N,40,5,NA,70.15,4800,19.08,12.27,49.78,11.15,5.62,6.03,8.52,8.16,107-0450,107-0451,NA,Y,NA,NA,NA,N,NA,NA,45
NA,GP900113001674046,GP900113001674046,N,7/20/2020,Paradise,Lower,59,20,GP,U,409,1159,L,Pl,WE,400,R,N,35,25,NA,55.576,3100,13.354,9.848,38.435,8.814,3.227,2.633,6.492,6.897,107-0629,107-0630,NA,Y,NA,NA,NA,N,NA,NA,46
NA,GP900113001674047,GP900113001674047,N,7/24/2020,Bear,Upper,60,20,GP,U,402,1302,L,Rf,T,300,R,N,0,0,NA,66.213,4600,16.213,12.09,45.96,12.016,3.402,4.189,8.359,7.926,107-0745,107-0746,NA,Y,NA,NA,NA,N,NA,NA,47
NA,GP900113001674048,GP900113001674048,N,7/24/2020,Bear,Upper,60,20,GP,U,349,1249,L,Rf,T,150,R,N,0,0,NA,42.796,1800,10.122,8.633,29.885,8.489,2.907,2.872,5.349,5.926,107-0722,107-0723,NA,Y,NA,NA,NA,N,NA,NA,48
NA,GP900113001674049,GP900113001674049,N,7/3/2020,Paradise,Upper,57,19,GP,U,434,1184,L,Pl,WE,300,R,N,0,0,NA,50.83,2300,14.91,9.55,36.26,9.09,3.6,3.68,6.56,6.31,107-0452,107-0453,NA,Y,NA,NA,NA,N,NA,NA,49
NA,GP900113001674050,GP900113001674050,N,8/8/2020,Paradise,Upper,62,21,GP,U,378,1128,L,Rf,WE,300,R,N,0,0,NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,108-0005,NA,NA,Y,NA,NA,pictures lost,N,NA,NA,50
NA,GP900113001674051,GP900113001674051,N,7/24/2020,Bear,Upper,60,20,GP,F,230,1130,A,Rf,WE,250,R,N,20,18,NA,96.719,14950,22.062,14.384,66.164,16.301,5.522,5.386,10.96,12.459,107-0698,107-0699,NA,Y,NA,NA,NA,N,NA,NA,51
NA,GP900113001674052,GP900113001674052,N,7/24/2020,Bear,Upper,60,20,GP,U,424,1324,L,Rf,T,180,R,N,0,0,41,43.611,1400,11.406,7.887,29.499,7.671,2.324,3.16,5.466,5.465,107-0749,107-0750,NA,Y,NA,NA,NA,N,NA,NA,52
NA,GP900113001674053,GP900113001674053,N,7/20/2020,Paradise,Lower,59,20,GP,F,491,1241,A,RF,WE,250,R,N,20,20,NA,74.231,8300,17.13,11.535,50.162,12.71,3.701,2.886,9.327,10.001,107-0640,107-0641,NA,Y,NA,NA,NA,N,NA,NA,53
NA,GP900113001674053,GP900113001674053,O,6/25/2021,Paradise,Lower,66,22,GP,F,490,490,A,PL,T,300,R,N,0,0,NA,77.23,9400,22.14,12.87,53.72,12.41,5.15,3.64,10.28,NA,108-0521,NA,NA,Y,NA,NA,NA,N,NA,NA,53
NA,GP900113001674054,GP900113001674054,N,8/2/2020,Paradise,Lower,61,21,GP,U,144,144,L,Pl,WE,450,R,N,0,0,NA,54.033,2800,12.689,9.875,37.635,8.865,3.412,3.668,6.959,7.033,107-0884,107-0885,NA,Y,NA,NA,NA,N,NA,NA,54
NA,GP900113001674055,GP900113001674055,N,8/7/2020,Bear,Lower,62,21,GP,U,482,482,L,Rf,WE,280,R,N,15,15,NA,54.147,4400,11.779,10.357,37.165,9.706,4.207,3.763,7.296,7.684,107-0971,107-0972,NA,Y,NA,NA,NA,N,NA,NA,55
NA,GP900113001674056,GP900113001674056,N,7/24/2020,Bear,Upper,60,20,GP,U,297,1197,L,Rf,T,200,R,N,0,0,NA,71.117,3800,16.577,12.781,49.479,11.262,3.454,2.91,8.099,8.982,107-0732,107-0733,NA,Y,NA,NA,NA,N,NA,NA,56
NA,GP900113001674057,GP900113001674057,N,8/7/2020,Bear,Lower,62,21,GP,U,55,55,L,Rf,WE,150,R,N,0,0,NA,45.099,1700,10.878,8.153,31.224,7.52,2.9,2.771,5.273,5.632,107-0946,107-0947,NA,Y,NA,NA,NA,N,NA,NA,57
NA,GP900113001674058,GP900113001674058,N,7/24/2020,Bear,Upper,60,20,GP,U,102,1002,A,Rf,T,280,R,N,0,0,NA,83.414,8600,19.206,12.471,57.112,13.064,3.927,5.253,9.43,8.795,107-0710,107-0711,NA,Y,NA,NA,NA,N,NA,NA,58
NA,GP900113001674059,GP900113001674059,N,7/24/2020,Bear,Upper,60,20,GP,U,250,1150,M,Rf,WE,400,R,Y,0,0,NA,71.368,5250,15.695,10.915,51.25,11.254,4.219,4.128,9.062,10.225,107-0728,107-0729,NA,Y,NA,NA,NA,N,NA,NA,59
NA,GP900113001674060,GP900113001674060,N,8/6/2020,Zigzag,Upper,62,21,GP,U,157,1157,L,Rf,WE,600,R,N,0,0,37,38.538,900,9.333,7.846,26.879,7.826,2.293,2.726,5.001,5,107-0922,107-0923,NA,Y,NA,NA,NA,N,NA,NA,60
NA,GP900113001674061,GP900113001674061,N,7/24/2020,Bear,Upper,60,20,GP,M,174,1074,A,Pl,WE,400,R,N,12,12,NA,73.517,6700,15.92,10.88,51.294,10.76,4.733,5.174,8.143,9.998,107-0692,107-0693,NA,Y,NA,NA,NA,N,NA,NA,61
NA,GP900113001674062,GP900113001674062,N,8/8/2020,Paradise,Upper,62,21,GP,M,63,813,A,Pl,WE,300,R,N,5,5,NA,76.881,7900,15.901,12.102,52.707,12.429,4.819,4.023,9.286,11.175,107-0983,107-0984,NA,Y,NA,NA,NA,N,NA,NA,62
NA,GP900113001674063,GP900113001674063,N,8/2/2020,Paradise,Lower,61,21,GP,U,18,18,L,Rf,T,140,R,N,3,3,NA,62.499,4400,14.262,11.752,43.613,10.787,3.908,3.12,8.443,7.804,107-0868,107-0869,NA,Y,NA,NA,NA,N,NA,NA,63
NA,GP900113001674064,GP900113001674064,N,8/6/2020,Zigzag,Upper,62,21,GP,U,228,1228,A,Rf,T,350,R,N,5,5,NA,93.677,14250,22.468,13.631,63.875,16.167,5.381,6.625,10.851,10.882,107-0926,107-0927,NA,Y,NA,NA,NA,N,NA,NA,64
NA,GP900113001674064,GP900113001674064,O,7/24/2021,Zigzag,Upper,69,23,GP,M,222,1222,A,RF,T,400,R,N,2,0,NA,89.78,11500,23.73,14.19,61.18,12.49,6.18,NA,10.44,NA,112-0822,NA,NA,Y,NA,NA,NA,N,NA,NA,64
NA,GP900113001674065,GP900113001674065,N,8/2/2020,Paradise,Lower,61,21,GP,M,401,401,A,Pl,WE,200,R,N,7,5,NA,91.429,12000,21.558,13.897,63.896,14.545,5.705,5.59,10.911,11.622,107-0900,107-0901,NA,Y,NA,NA,NA,N,NA,NA,65
NA,GP900113001674066,GP900113001674066,N,8/8/2020,Paradise,Upper,62,21,GP,U,18,768,L,Rf,T,300,R,N,3,0,NA,68.941,7600,15.045,11.864,47.838,12.577,4.059,3.184,9.222,10.526,107-0975,107-0976,NA,Y,NA,NA,NA,N,NA,NA,66
NA,GP900113001674066,GP900113001674066,O,6/26/2021,Paradise,Upper,66,22,GP,U,17,767,L,RF,WE,280,R,N,5,3,NA,72.36,7000,20.29,10.99,48.3,12.06,5.24,6.43,7.99,NA,112-0594,NA,NA,Y,NA,NA,NA,N,NA,NA,66
NA,GP900113001674067,GP900113001674067,N,7/24/2020,Bear,Upper,60,20,GP,U,250,1150,L,Rf,T,150,R,N,3,0,NA,49.591,1600,11.668,8.302,34.053,7.853,3.271,2.246,6.084,6.781,107-0730,107-0731,NA,Y,NA,NA,NA,N,NA,NA,67
NA,GP900113001674067,GP900113001674067,O,6/20/2021,Bear,Upper,65,22,GP,U,113,1013,L,PL,T,150,R,N,15,15,NA,47.56,2500,10.35,9.06,33.88,7.88,2.79,2.4,6.12,NA,112-0467,NA,NA,Y,NA,NA,NA,N,NA,NA,67
NA,GP900113001674068,GP900113001674068,N,7/20/2020,Paradise,Lower,59,20,GP,U,478,1228,L,Rf,T,520,R,Y,0,0,NA,74.304,9300,15.923,11.581,51.952,13.54,4.384,3.73,10.202,9.515,107-0638,107-0639,NA,Y,NA,NA,starting to change color/metamorph,N,NA,NA,68
NA,GP900113001674069,GP900113001674069,N,8/6/2020,Zigzag,Upper,62,21,GP,U,164,1164,L,Rf,T,480,R,N,15,15,NA,51.088,2600,11.691,10.056,33.581,9.574,2.89,3.949,6.915,7.079,107-0920,107-0921,NA,Y,NA,NA,NA,N,NA,NA,69
NA,GP900113001674069,GP900113001674069,O,6/24/2021,Zigzag,Upper,65,22,GP,U,164,1164,L,PL,WE,250,R,N,0,0,NA,53,3900,11.8,8.86,35.91,9.19,3.55,2.19,6.99,NA,108-0413,NA,NA,Y,NA,NA,NA,N,NA,NA,69
NA,GP900113001674070,GP900113001674070,N,7/24/2020,Bear,Upper,60,20,GP,M,236,1136,A,Rf,T,150,R,N,0,0,NA,84.796,9600,19.767,12.326,58.854,13.953,5.012,6.003,9.189,9.999,107-0720,107-0721,NA,Y,NA,NA,NA,N,NA,NA,70
NA,GP900113001674071,GP900113001674071,N,7/24/2020,Bear,Upper,60,20,GP,M,129,1029,A,Pl,WE,250,R,N,30,30,NA,94.435,13750,23.206,14.913,65.739,14.813,4.896,5.848,11.049,11.604,107-0705,107-0706,NA,Y,NA,NA,NA,N,NA,NA,71
NA,GP900113001674071,GP900113001674071,O,7/31/2020,Bear,Upper,61,21,GP,M,129,1029,A,Pl,WE,300,R,N,50,40,NA,105.267,13500,23.31,15.126,71.588,14.937,5.736,4.741,11.959,NA,111-0899,NA,NA,N,NA,NA,NA,N,NA,NA,71
NA,GP900113001674072,GP900113001674072,N,7/24/2020,Bear,Upper,60,20,GP,M,132,1032,A,Rf,T,430,R,N,20,5,NA,95.988,16250,23.137,15.26,66.641,15.512,5.668,6.224,12.05,11.116,107-0716,107-0717,NA,Y,NA,NA,NA,N,NA,NA,72
NA,GP900113001674072,GP900113001674072,O,7/17/2021,Bear,Upper,69,23,GP,M,135,1035,A,RF,T,380,R,N,20,18,NA,91.55,16700,27.13,14.31,60.36,13.47,5.74,7.89,10.32,NA,108-0864,NA,NA,Y,NA,NA,NA,N,NA,NA,72
NA,GP900113001674073,GP900113001674073,N,7/20/2020,Paradise,Lower,59,20,GP,U,436,1186,L,Rf,WE,150,R,N,3,1,NA,64.097,5800,15.038,12.957,45.142,10.893,3.558,2.732,8.579,9.093,107-0634,107-0635,NA,Y,NA,NA,NA,N,NA,NA,73
NA,GP900113001674074,GP900113001674074,N,8/7/2020,Bear,Lower,62,21,GP,U,101,101,L,Rf,T,250,R,N,10,10,NA,50.998,2850,12.27,8.882,36.064,8.185,3.904,3.07,5.885,7.413,107-0952,107-0953,NA,Y,NA,NA,NA,N,NA,NA,74
NA,GP900113001674075,GP900113001674075,N,8/2/2020,Paradise,Lower,61,21,GP,F,55,55,A,Pl,WE,280,R,N,8,3,NA,81.591,8900,20.648,12.336,55.114,12.955,4.794,5.642,9.546,9.61,107-0870,107-0871,NA,Y,NA,NA,NA,N,NA,NA,75
NA,GP900113001674076,GP900113001674076,N,7/20/2020,Paradise,Lower,59,20,GP,U,20,770,L,Pl,T,300,R,N,60,60,NA,72.227,7400,14.737,11.296,50.601,11.638,4.066,4.198,8.729,9.697,107-0605,107-0606,NA,Y,NA,NA,NA,N,NA,NA,76
NA,GP900113001674077,GP900113001674077,N,8/2/2020,Paradise,Lower,61,21,GP,U,70,70,M,Rf,WE,300,R,Y,0,0,NA,76.31,6400,18.675,11.548,51.844,11.734,4.219,4.257,9.402,8.334,107-0874,107-0875,NA,Y,NA,NA,"Gills very reduced, changing color",N,NA,NA,77
NA,GP900113001674078,GP900113001674078,N,8/8/2020,Paradise,Upper,62,21,GP,U,6,756,L,Rf,WE,310,R,N,5,5,NA,48.936,2700,10.853,9.102,34.741,8.949,2.7,2.491,6.45,8.469,107-0981,107-0982,NA,Y,NA,NA,NA,N,NA,NA,78
NA,GP900113001674078,GP900113001674078,O,6/26/2021,Paradise,Upper,66,22,GP,U,5,755,L,RF,WE,300,R,N,5,5,NA,54.27,3400,14.25,9.58,39.17,8.16,3.06,3.74,6.76,NA,112-0606,NA,NA,Y,NA,NA,NA,N,NA,NA,78
NA,GP900113001674080,GP900113001674080,N,7/20/2020,Paradise,Lower,59,20,GP,U,212,962,L,Rf,WE,150,R,N,5,4,NA,53.788,2900,13.224,10.073,36.823,9.545,2.942,3.337,6.971,8.091,107-0617,107-0618,NA,Y,NA,NA,NA,N,NA,NA,80
NA,GP900113001674081,GP900113001674081,N,8/7/2020,Bear,Lower,62,21,GP,U,377,377,L,Rf,WE,300,R,N,8,8,NA,44.739,2300,9.444,8.427,30.825,7.865,2.587,3.015,5.435,5.369,107-0964,107-0965,NA,Y,NA,NA,NA,N,NA,NA,81
NA,GP900113001674082,GP900113001674082,N,7/24/2020,Bear,Upper,60,20,GP,U,105,1005,L,Pl,T,310,R,N,30,30,NA,57.163,3700,14.665,10.234,39.808,9.669,2.778,2.423,7.252,7.204,107-0700,107-0701,NA,Y,NA,NA,NA,N,NA,NA,82
NA,GP900113001674082,GP900113001674082,O,6/20/2021,Bear,Upper,65,22,GP,U,104,1004,L,RF,T,200,R,N,5,5,NA,58.01,3200,16.05,10.9,38.43,9.19,3.74,NA,7.52,NA,112-0466,NA,NA,Y,NA,NA,NA,N,NA,NA,82
NA,GP900113001674083,GP900113001674083,N,8/6/2020,Zigzag,Upper,62,21,GP,U,306,1306,L,Pl,T,450,R,N,8,8,NA,61.795,4300,14.058,10.621,43.979,10.241,3.43,4.748,7.87,7.079,107-0938,109-0739,NA,Y,NA,NA,NA,N,NA,NA,83
NA,GP900113001674083,GP900113001674083,O,8/9/2020,Zigzag,Upper,63,21,GP,U,306,1306,L,Pl,T,400,R,N,5,2,58,57.433,4200,12.854,10.655,38.363,10.299,3.607,3.436,7.711,7.864,112-0156,112-0157,NA,N,NA,NA,NA,N,NA,NA,83
NA,GP900113001674084,GP900113001674084,N,8/2/2020,Paradise,Lower,61,21,GP,F,160,160,A,Rf,T,420,R,N,0,0,NA,89.23,11500,18.533,13.43,62.662,13.935,5.473,5.153,10.909,10.83,107-0892,107-0893,NA,Y,NA,NA,NA,N,NA,NA,84
NA,GP900113001674085,GP900113001674085,N,7/20/2020,Paradise,Lower,59,20,GP,U,131,881,L,Pl,WE,150,R,N,0,0,NA,50.682,2400,12.492,9.406,35.335,9.162,3.802,1.937,6.662,6.495,107-0623,107-0624,NA,Y,NA,NA,NA,N,NA,NA,85
NA,GP900113001674086,GP900113001674086,N,8/8/2020,Paradise,Upper,62,21,GP,U,388,1138,L,Rf,T,280,R,N,15,15,NA,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,108-0001,108-0002,NA,Y,NA,NA,pictures lost,N,NA,NA,86
NA,GP900113001674087,GP900113001674087,N,7/24/2020,Bear,Upper,60,20,GP,U,116,1016,L,Rf,T,200,R,N,20,20,45,47.239,1900,12.854,8.857,31.272,7.82,2.527,2.859,5.656,6,107-0702,107-0703,NA,Y,NA,NA,NA,N,NA,NA,87
NA,GP900113001674087,GP900113001674087,O,6/12/2021,Bear,Upper,64,22,GP,U,118,1018,L,PL,T,300,R,N,5,5,NA,49.68,2700,14.69,8.96,33.25,9.63,3,2.21,7.26,NA,108-0202,NA,NA,Y,NA,NA,NA,N,NA,NA,87
NA,GP900113001674088,GP900113001674088,N,7/20/2020,Paradise,Lower,59,20,GP,M,219,969,A,Pl,WE,160,R,N,10,5,NA,75.235,6200,17.619,11.569,52.204,11.338,4.483,4.158,9.527,9.436,107-0619,107-0620,NA,Y,NA,NA,NA,N,NA,NA,88
NA,GP900113001674088,GP900113001674088,O,7/23/2020,Paradise,Lower,60,20,GP,M,221,221,A,Rf,T,500,R,N,5,0,NA,76.402,8600,16.184,12.618,52.388,12.178,4.956,3.754,9.393,NA,111-0763,NA,NA,N,NA,NA,NA,N,NA,NA,88
NA,GP900113001674089,GP900113001674089,N,8/2/2020,Paradise,Lower,61,21,GP,U,114,114,L,Rf,T,300,R,N,5,5,NA,44.557,1400,12.048,8.697,30.692,7.614,2.875,2.397,6.091,5.909,107-0860,107-0861,NA,Y,NA,NA,NA,N,NA,NA,89
NA,GP900113001674090,GP900113001674090,N,8/8/2020,Paradise,Upper,62,21,GP,U,363,1113,L,Pl,T,200,R,N,0,0,NA,43.743,1800,9.688,7.834,29.276,7.431,2.352,2.649,5.374,5.978,107-0990,107-0989,NA,Y,NA,NA,NA,N,NA,NA,90
NA,GP900113001674091,GP900113001674091,N,7/20/2020,Paradise,Lower,59,20,GP,U,422,1172,L,Pl,T,270,R,N,0,0,NA,64.571,6800,15.842,11.874,42.908,12.707,3.957,3.131,8.751,9.835,107-0632,107-0633,NA,Y,NA,NA,NA,N,NA,NA,91
NA,GP900113001674092,GP900113001674092,N,7/20/2020,Paradise,Lower,59,20,GP,U,239,989,L,Rf,T,150,R,N,15,15,NA,52.36,1800,13.293,8.941,37.068,7.89,3.624,4.661,5.807,5.513,107-0621,107-0622,NA,Y,NA,NA,NA,N,NA,NA,92
NA,GP900113001674092,GP900113001674092,O,8/9/2020,Paradise,Lower,63,21,GP,U,239,239,L,Rf,T,150,R,N,7,7,NA,53.351,1700,12.461,8.908,36.798,8.111,2.645,3.883,5.192,NA,108-0032,NA,NA,N,NA,NA,NA,N,NA,NA,92
NA,GP900113001674094,GP900113001674094,N,7/24/2020,Bear,Upper,60,20,GP,U,160,1060,L,Pl,T,350,R,N,0,0,NA,61.962,3750,13.453,9.569,43.544,8.705,4.032,4.246,6.635,8.643,107-0694,107-0695,NA,Y,NA,NA,NA,N,NA,NA,94
NA,GP900113001674095,GP900113001674095,N,7/24/2020,Bear,Upper,60,20,GP,U,421,1321,L,Rf,T,210,R,N,0,0,41,41.805,1200,11.254,8.129,28.673,6.778,3.054,2.737,5.37,5.282,107-0751,107-0752,NA,Y,NA,NA,NA,N,NA,NA,95
NA,GP900113001674096,GP900113001674096,N,8/2/2020,Paradise,Lower,61,21,GP,U,200,200,L,Rf,T,300,R,N,0,0,NA,68.465,6000,16.431,13.585,48.056,13.219,3.219,4.528,9.259,8.69,107-0890,107-0891,NA,Y,NA,NA,NA,N,NA,NA,96
NA,GP900113001674097,GP900113001674097,N,7/20/2020,Zigzag,Lower,59,20,GP,U,342,342,L,Rf,WE,400,R,N,0,0,NA,51.059,2300,12.941,9.294,35.765,8.353,3.054,3.013,6,6.4,107-0643,107-0642,NA,Y,NA,NA,NA,N,NA,NA,97
NA,GP900113001674098,GP900113001674098,N,7/24/2020,Bear,Upper,60,20,GP,U,411,1311,L,Rf,T,200,R,N,0,0,NA,55.581,3100,14.701,10.564,38.009,10.22,3.109,2.815,6.775,7.283,107-0743,107-0744,NA,Y,NA,NA,NA,N,NA,NA,98
NA,GP900113001674099,GP900113001674099,N,8/8/2020,Paradise,Upper,62,21,GP,F,334,1084,A,Rf,T,550,R,N,80,80,NA,105.261,19500,24.292,15.574,73.216,16.872,6.292,6.061,11.571,12.143,107-0992,107-0993,NA,Y,NA,NA,NA,N,NA,NA,99
NA,GP900113001674100,GP900113001674100,N,7/24/2020,Bear,Upper,60,20,GP,F,253,1153,A,Rf,T,200,R,N,35,35,NA,89.99,11750,20.314,14.191,61.254,14.915,6.216,6.382,10.869,11.25,107-0726,107-0727,NA,Y,NA,NA,NA,N,NA,NA,100
NA,GP900113001674101,GP900113001674101,N,7/16/2020,Zigzag,Upper,58,20,GP,M,489,1489,A,Pl,WE,400,R,N,20,18,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,NA,111-0608,111-0609,NA,Y,NA,NA,pictures lost,N,NA,NA,101
NA,GP900113001674102,GP900113001674102,N,7/16/2020,Zigzag,Upper,58,20,GP,U,140,1140,L,Pl,WE,150,R,N,10,10,NA,NA,2700,NA,NA,NA,NA,NA,NA,NA,NA,111-0595,111-0596,NA,Y,NA,NA,pictures lost,N,NA,NA,102
NA,GP900113001674103,GP900113001674103,N,7/24/2020,Paradise,Upper,60,20,GP,U,123,873,L,Pl,T,300,R,N,0,0,NA,47.449,2300,12.323,8.65,32.03,8.377,3.234,2.939,5.558,6.156,111-0771,111-0772,NA,Y,NA,NA,NA,N,NA,NA,103
NA,GP900113001674104,GP900113001674104,N,7/18/2020,Paradise,Upper,59,20,GP,U,450,1200,L,Rf,T,150,R,N,5,5,NA,42.887,1800,10.177,7.912,29.234,6.88,2.871,3.138,5.53,5.59,111-0641,111-0642,NA,Y,NA,NA,NA,N,NA,NA,104
NA,GP900113001674104,GP900113001674104,O,7/11/2021,Paradise,Upper,67,23,GP,U,450,1200,L,PL,WE,440,R,N,5,5,NA,45.44,2500,12.77,8.96,31.3,7.48,3.11,1.71,6.06,NA,108-0751,NA,NA,Y,NA,NA,NA,N,NA,NA,104
NA,GP900113001674104,GP900113001674104,O,7/23/2021,Paradise,Upper,69,23,GP,U,450,1200,L,RF,WE,400,R,N,3,0,NA,46,2500,13.41,9.04,32.96,8.16,3.62,NA,6.5,NA,112-0805,,NA,N,NA,NA,NA,N,NA,NA,104
NA,GP900113001674105,GP900113001674105,N,7/26/2020,Bear,Lower,60,20,GP,U,175,175,L,Rf,WE,300,R,N,3,0,NA,55.867,2600,10.774,10.474,38.388,8.899,3.508,3.293,7.559,7.911,111-0860,111-0861,NA,Y,NA,NA,NA,N,NA,NA,105
NA,GP900113001674107,GP900113001674107,N,7/22/2020,Zigzag,Upper,59,20,GP,U,32,1032,L,Rf,WE,300,R,N,5,0,NA,48.93,2800,11.952,9.054,33.444,8.049,3.088,2.593,6.098,7.174,111-0721,111-0722,NA,Y,NA,NA,NA,N,NA,NA,107
NA,GP900113001674107,GP900113001674107,O,7/14/2021,Zigzag,Upper,68,23,GP,U,33,1033,L,PL,WE,210,R,N,8,8,NA,51.52,3600,13.03,9.7,33.58,8.96,3.41,NA,6.28,NA,108-0793,NA,NA,Y,NA,NA,NA,N,NA,NA,107
NA,GP900113001674108,GP900113001674108,N,7/16/2020,Zigzag,Upper,58,20,GP,F,388,1388,A,Pl,WE,300,R,N,0,0,NA,NA,6800,NA,NA,NA,NA,NA,NA,NA,NA,111-0609,111-0610,NA,Y,NA,NA,pictures lost,N,NA,NA,108
NA,GP900113001674109,GP900113001674109,N,7/16/2020,Zigzag,Upper,58,20,GP,F,236,1236,A,Pl,WE,350,R,N,40,30,NA,NA,16750,NA,NA,NA,NA,NA,NA,NA,NA,111-0591,111-0592,NA,Y,NA,NA,pictures lost,N,NA,NA,109
NA,GP900113001674110,GP900113001674110,N,7/22/2020,Zigzag,Upper,59,20,GP,U,300,1300,L,Pl,T,200,R,N,0,0,NA,58.955,3900,14.328,10.746,40.597,9.851,3.462,3.585,6.866,7.821,111-0740,111-0741,NA,Y,NA,NA,NA,N,NA,NA,110
NA,GP900113001674111,GP900113001674111,N,7/20/2020,Bear,Lower,59,20,GP,F,308,308,A,Pl,T,150,R,N,30,30,NA,76.36,5800,19.337,11.441,51.962,10.747,3.56,3.354,8.358,8.846,111-0697,111-0698,NA,Y,NA,NA,NA,N,NA,NA,111
NA,GP900113001674112,GP900113001674112,N,7/15/2020,Zigzag,Lower,58,20,GP,F,500,500,A,NA,B,0,W,N,0,0,NA,77.547,5600,17.786,10.524,52.364,10.122,4.83,5.048,8.15,7.26,111-0584,111-0585,NA,Y,NA,NA,Near 503m on mossy bedrock,N,NA,NA,112
NA,GP900113001674114,GP900113001674114,N,7/22/2020,Zigzag,Upper,59,20,GP,U,212,1212,L,Pl,T,250,R,N,0,0,NA,41.735,1600,10.707,7.939,27.955,7.22,2.547,2.53,5.243,6.026,111-734,111-735,NA,Y,NA,NA,NA,N,NA,NA,114
NA,GP900113001674114,GP900113001674114,O,8/8/2021,Zigzag,Upper,71,24,GP,U,211,1211,L,PL,T,250,R,N,20,20,50,50.12,2200,13.69,9.35,35.72,8.19,3.48,2.79,8.28,NA,112-0952,NA,NA,Y,NA,NA,NA,N,NA,NA,114
NA,GP900113001674115,GP900113001674115,N,7/18/2020,Paradise,Upper,59,20,GP,U,477,1227,L,Pl,WE,80,R,N,0,0,47,45.635,2100,10.733,8.017,30.871,7.419,2.53,2.28,5.289,5.885,111-0631,111-0632,NA,Y,NA,NA,NA,N,NA,NA,115
NA,GP900113001674117,GP900113001674117,N,7/19/2020,Bear,Upper,59,20,GP,U,93,993,L,Pl,T,400,R,N,0,0,NA,43.348,1300,13.223,8.329,28.336,8.254,2.653,2.502,5.498,5.774,111-0651,111-0652,NA,Y,NA,NA,NA,N,NA,NA,117
NA,GP900113001674118,GP900113001674118,N,7/20/2020,Bear,Lower,59,20,GP,M,125,125,A,Rf,WE,450,R,N,35,33,NA,98.053,13900,23.518,13.813,66.662,14.58,5.309,4.475,11.017,12.038,111-0673,111-0674,NA,Y,NA,NA,NA,N,NA,NA,118
NA,GP900113001674119,GP900113001674119,N,7/22/2020,Zigzag,Upper,59,20,GP,U,51,1051,L,Pl,T,300,R,N,10,10,NA,58.838,4400,16.041,11.1,40.233,10.259,2.733,4.096,7.413,8.73,111-0719,111-0720,NA,Y,NA,NA,NA,N,NA,NA,119
NA,GP900113001674119,GP900113001674119,O,6/18/2021,Zigzag,Upper,64,22,GP,U,52,1052,L,RF,T,120,R,N,8,8,NA,60.82,5100,14.93,11.39,41.93,10.45,4.55,NA,8.32,NA,112-0362,NA,NA,Y,NA,NA,NA,N,NA,NA,119
NA,GP900113001674120,GP900113001674120,N,7/22/2020,Zigzag,Upper,59,20,GP,M,261,1261,A,Pl,WE,100,R,N,10,5,NA,98,12000,22.622,14.412,69,12.825,5.967,6,10.6,10,111-0742,111-0743,NA,Y,NA,NA,NA,N,NA,NA,120
NA,GP900113001674121,GP900113001674121,N,7/18/2020,Paradise,Upper,59,20,GP,F,48,798,A,Pl,T,600,R,N,5,0,NA,83.548,11500,19.516,12.779,57.258,13.387,5.369,6.08,9.839,11.801,111-0614,111-0615,NA,Y,NA,NA,NA,N,NA,NA,121
NA,GP900113001674122,GP900113001674122,N,7/20/2020,Bear,Lower,59,20,GP,U,31,31,L,Pl,T,250,R,N,0,0,NA,39.986,900,9.985,7.585,26.726,6.632,2.689,1.879,5.553,5.696,111-0703,111-0704,NA,Y,NA,NA,NA,N,NA,NA,122
NA,GP900113001674123,GP900113001674123,N,7/22/2020,Zigzag,Upper,59,20,GP,U,99,1099,L,Pl,WE,150,R,N,6,0,NA,44.667,2200,10.675,8.41,30.128,7.595,2.757,2.055,5.342,7.209,111-0725,111-0726,NA,Y,NA,NA,NA,N,NA,NA,123
